Rj_CleJour,Rj_Date,"Rj_TypeRando",Rj_NombreParticipants,"Rj_Titre","Rj_NomDuProgramme",Rj_DistanceInferieure,Rj_DistanceCalculee,Rj_DistanceSuperieure,Rj_Unite,Rj_Allure,Rj_HeureDepartAllerA,Rj_HeureChgtArriveeAllerA,Rj_HeureChgtDepartAllerA,Rj_HeureArriveeAllerA,Rj_HeureDepartRetourA,Rj_HeureChgtArriveeRetourA,Rj_HeureChgtDepartRetourA,Rj_HeureArriveeRetourA,"Rj_AllerGareDepart","Rj_AllerChangementNb","Rj_AllerGareArrivee","Rj_Itineraire","Rj_RetourGareDepart","Rj_RetourChangementNb","Rj_RetourGareArrivee","Rj_MultiDates","Rj_HorairesVerification","Rj_Commentaires",Rj_Efface,Rj_SyncLocal,Rj_SyncDistant
30961,2016-08-27,"Journée",0,"Du RER C au RER B","Le Samaritain",20,20,20,1,2,1999/12/30 09:17:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:47:00,1999/12/30 16:57:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:20:00,"Paris Austerlitz RER C",,"St Michel s/Orge (zone 5)","Longpont s/Orge (abbaye), Montlhéry (tour), Linas, Marcoussis, bois de Monsieur et de St Eloi, bois de la Turaude, les rochers de Saulx, forêt départementale du rocher de Saulx.","Palaiseau Villebon (zone 4)",,"Port Royal RER B",,,"IGN 2315 OT.",N,,
30962,2016-08-27,"Journée",0,"Improvisation - 2","Jojo",25,27,27,1,2,1999/12/30 08:19:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:01:00,1999/12/30 18:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:41:00,"Paris Gare de Lyon",,"Fontainebleau Avon (zone 5)","Pause selon météo. Dénivelées.","Fontainebleau Avon 17h30 ou",,"Paris Gare de Lyon 18h13 ou",,,"IGN 2417 OT.",N,,
30994,2016-08-28,"Nordique",0,"Marche nordique","Annick Cozic",10,10,10,1,3,1999/12/30 08:33:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:57:00,1999/12/30 12:03:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 12:18:00,"Javel RER C",,"Chaville Vélizy (zone 3)","Bois de Meudon. Dénivelées.","Chaville Vélizy",,"Javel RER C",,,,N,,
30995,2016-08-28,"Nordique",0,"Marche nordique ","Michel Cozic",12,12,12,1,4,1999/12/30 08:33:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:57:00,1999/12/30 12:03:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 12:18:00,"Javel RER C",,"Chaville Vélizy (zone 3)","Bois de Meudon. Dénivelées.","Chaville Vélizy",,"Javel RER C",,,,N,,
30916,2016-08-28,"Journée",0,"Bien dégagé sur le Temple...","Jacques Tronche",24,25,25,1,2,1999/12/30 08:51:00,1999/12/30 09:20:00,1999/12/30 09:28:00,1999/12/30 09:44:00,1999/12/30 18:13:00,1999/12/30 18:28:00,1999/12/30 18:38:00,1999/12/30 19:09:00,"Paris Est","changement Trilport","Crouy sur Ourcq (zone 5)","Une ancienne commanderie de Templiers, les bords du canal de l'Ourcq et le château d'époque classique de Gesvres-le-Duc. Dénivelées.","Crouy sur Ourcq","changement Trilport","Paris Est",,,"IGN 2513 E.",N,,
30932,2016-08-28,"Journée",0,"De Dourdan à Etampes","Bernard Morio",,28,28,1,3,1999/12/30 08:10:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:55:00,1999/12/30 16:30:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:28:00,"Paris Austerlitz grandes lignes",,"Dourdan (zone 5)","Dourdan : centre ville, Marchais, Sermaise, Souzy-la-Briche, Villeconin, Saudreville, Boissy-le-Sec, Brières-les-Scellés, Etampes.","Etampes (zone 5)",,"Paris Austerlitz",,,"IGN 2216ET.",N,,
31053,2016-08-28,"Journée",0,"En passant par Auvers s/Oise","Bernard Oliot",24,24,24,1,2,1999/12/30 08:26:00,1999/12/30 09:11:00,1999/12/30 09:19:00,1999/12/30 09:22:00,1999/12/30 17:06:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:47:00,"Paris Nord surface banlieue","changement Valmondois","L'Isle Adam Parmain (zone 5)","Les Réguillons, Ravine des Vallées, Auvers-s/Oise, Ennery. Dénivelées: 351m.","Pontoise (zone 5)",,"Paris St Lazare",,,"IGN 2313 OT.",N,,
31054,2016-08-28,"Journée",0,"Royaumont et la vallée de l'Ysieux","Liliane",19,20,20,1,2,1999/12/30 09:04:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:44:00,1999/12/30 16:13:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 16:54:00,"Paris Nord surface banlieue",,"Viarmes (zone 5)","A travers bois et plaines en longeant l'Oise ou des petits ruisseaux, nous irons de Viarmes à Asnières s/Oise puis Royaumont avec un retour par Baillon, le bois Bonnet et Seugy. Dénivelées.","Viarmes ",,"Paris Nord",,,"IGN 2313 OT, 2412 OT.",N,,
31055,2016-08-28,"Journée",0,"Les Seiglats et autres étangs de la vallée de l'Yonne","Christian Derappe",15,15,15,1,2,1999/12/30 08:49:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:46:00,1999/12/30 17:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:13:00,"Paris Gare de Lyon",,"RV Montereau (zone 5)","La vallée de l'Yonne, la réserve naturelle régionale des Seiglats.","Villeneuve la Guyard (hors zone)",,"Paris Gare de Lyon",,,"IGN 2517 O (Montereau), 2517 E (Pont s/Yonne).",N,,
31056,2016-08-30,"Nordique",0,"Marche nordique ","Jean Pradeau",2,8,,2,2,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:00:00,1999/12/30 12:15:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,,,"métro Château de Vincennes","Improvisations dans le bois après échauffements puis étirements en fin de séance. Accessible aux débutants possédant leurs bâtons, pas de location possible. Rendez-vous Esplanade St Louis à 9h15 devant les bancs où l'on pratique les échauffements. Pauses boisson, n'oubliez pas votre eau.","métro Château de Vincennes vers",,,,,,N,,
30963,2016-08-30,"Journée",0,"De l'eau que d'eau","Le Samaritain",16,16,16,1,2,1999/12/30 10:51:00,1999/12/30 11:21:00,1999/12/30 11:28:00,1999/12/30 11:34:00,1999/12/30 17:32:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:09:00,"Paris Est","changement Trilport","Isles Armentières Congis (zone 5)","Tancrou, bords de Marne, Mary s/Marne, canal de l'Ourcq, Villers les Rigault.","Changis St Jean (zone 5)",,"Paris Est",,,"IGN 2513 OT.",N,,
30946,2016-09-01,"Journée",0,"La vallée de l'Oise","Pénélope",24,24,24,1,3,1999/12/30 08:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:52:00,1999/12/30 15:16:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 16:02:00,"Paris Nord surface banlieue",,"Champagne sur Oise (zone 5)","Rives de l'Oise, les Trois Sources, le Prieuré.","Valmondois (zone 5)",,"Paris Nord",,,"IGN 2313 OT.",N,,
30964,2016-09-02,"Nordique",0,"Marche nordique","Élizabeth",2,8,,2,2,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:15:00,1999/12/30 12:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,,,"RV métro Porte d'Auteuil : sortie n°2 ""Hippodrome""","Parcours de 2h dans le bois de Boulogne. Sortie accessible aux débutants ayant leurs propres bâtons.","métro Porte d'Auteuil  vers",,,,,,N,,
31025,2016-09-03,"Nordique",0,"Marche nordique","Caroline Makanda",2,10,,2,3,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:00:00,1999/12/30 11:30:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,,,"RV métro Château de Vincennes","RV en surface, face au château. Parcours improvisé dans le bois de Vincennes. Pas de pause repas.","métro Château de Vincennes vers",,,,,,N,,
31057,2016-09-03,"Journée",0,"De la Bièvre au parc de Sceaux","Louis Kormann",22,24,24,1,3,1999/12/30 14:35:00,1999/12/30 15:02:00,1999/12/30 15:13:00,1999/12/30 15:27:00,1999/12/30 21:30:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 22:00:00,"Paris Montparnasse","changement Versailles Chantiers (zone 4)","RV Bièvres (zone 4)","Longeons la Bièvre sur le GR11, prenons la coulée verte jusqu'au parc de Sceaux. Pique-nique du soir. Dénivelées.","La Croix de Berny (zone 3)",,"Châtelet Les Halles",,,"IGN 2315 OT.",N,,
30965,2016-09-03,"Journée",0,"Un beau détour","Le Samaritain",21,21,21,1,2,1999/12/30 08:13:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:16:00,1999/12/30 18:15:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 19:13:00,"Paris Nord",,"Villers Cotterêts (hors zone)","Longpont, charmant village ravagé en 1918 et reconstruit avec goût. les ruines d'une église abbatiale du XIIIe sont grandioses et un détour s'impose.","Longpont (hors zone)",,"Paris Nord",,,"IGN 2512 OT.",N,,
30996,2016-09-04,"Nordique",0,"Marche nordique","Annick Cozic",10,10,10,1,3,1999/12/30 08:33:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:57:00,1999/12/30 12:03:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 12:18:00,"Javel RER C",,"Chaville Vélizy (zone 3)","Bois de Meudon. Dénivelées.","Chaville Vélizy",,"Javel RER C",,,,N,,
31026,2016-09-04,"Journée",0,"Une belle escapade","Yannick",32,32,32,1,3,1999/12/30 08:58:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:48:00,1999/12/30 18:08:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:40:00,"Paris Montparnasse",,"Tacoignières Richebourg (zone 5)","Richebourg, Montchauvet, Richardville, Courgent, Villette, Vert. GR11, GR26,.","Mantes la Jolie (zone 5)",,"Paris St Lazare",,,"IGN 2114 E, 2113 ET, 2114 O.",N,,
30997,2016-09-04,"Nordique",0,"Marche nordique ","Michel Cozic",12,12,12,1,4,1999/12/30 08:33:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:57:00,1999/12/30 12:03:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 12:18:00,"Javel RER C",,"Chaville Vélizy (zone 3)","Bois de Meudon. Dénivelées.","Chaville Vélizy",,"Javel RER C",,,,N,,
30998,2016-09-04,"Journée",0,"Encore une journée sous les arbres","Sarah",26,27,27,1,2,1999/12/30 08:10:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:55:00,1999/12/30 17:08:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:12:00,"Paris Austerlitz grandes lignes",,"Dourdan (zone 5)","Un tour dans la forêt de Dourdan par Ste-Mesme et St-Martin-de-Bréthencourt. Dénivelées.","Dourdan",,"Paris Austerlitz",,,"IGN 2216 ET.",N,,
30999,2016-09-04,"Journée",0,"Confluent Seine -Yonne","Philippe Raffalli",18,18,18,1,2,1999/12/30 09:19:00,1999/12/30 09:44:00,1999/12/30 09:50:00,1999/12/30 10:15:00,1999/12/30 17:12:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:13:00,"Paris Gare de Lyon","changement Melun","Champagne sur Seine (zone 5)","Vernou, la Celle s/Seine, la Grande Paroisse. Dénivelées.","Montereau (zone 5)",,"Paris Gare de Lyon",,,"IGN 2517 O.",N,,
30908,2016-09-04,"Journée",0,"Les Trois Pignons","Philippe Le Normand",15,16,16,1,2,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:30:00,1999/12/30 17:30:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,"Trajet en voiture",,"RV Parking du cimetière à Noisy s/Ecole","Parcours sportif des Trois Pignons dans la forêt de Fontainebleau avec dénivelées, bonne condition physique. Nous passerons par les Rochers Guichot, Cailleau, Gros Sablons, du Guetteur, Mont Pivot."," en voiture vers",,,,,"IGN 2417 OT.",N,,
31058,2016-09-04,"Journée",0,"En forêt de Rougeau","Phil Defer",15,15,15,1,2,1999/12/30 11:35:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 12:17:00,1999/12/30 18:10:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:52:00,"Paris Gare de Lyon RER D",,"Savigny Le Temple Nandy (zone 5)","La forêt de Rougeau est une forêt typique d'Ile-de-France, dominant la vallée de la Seine et marquée par l'histoire : pavillon royal et château, grandes allées pour les chasses royales et arbres vénérables. En raison du départ tardif, le pique-nique sera tardif (vers 13h30).","Savigny Le Temple Nandy (zone 5)",,"Paris Gare de Lyon",,,"Topo-guide : La Seine-et-Marne...à pied, réf. D077.",N,,
31091,2016-09-04,"Nordique",0,"Marche nordique","Solange ",2,10,,2,3,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:00:00,1999/12/30 11:30:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,,,"RV métro Château de Vincennes"," Dénivelées.","métro Château de Vincennes vers",,,,,,N,,
31059,2016-09-04,"Nordique",0,"Marche nordique ","Jean Pradeau",2,8,,2,2,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:00:00,1999/12/30 12:15:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,,,"métro Château de Vincennes","Improvisations dans le bois après échauffements puis étirements en fin de séance. Accessible aux débutants possédant leurs bâtons, pas de location possible. Rendez-vous Esplanade St Louis à 9h15 devant les bancs où l'on pratique les échauffements. Pauses boisson, n'oubliez pas votre eau.","métro Château de Vincennes vers",,,,,,N,,
31066,2016-09-04,"Journée",0,"Chalette, du canal de Briare au canal du Loing","Liliane",22,23,23,1,2,1999/12/30 09:19:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 10:53:00,1999/12/30 17:51:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:49:00,"Paris Bercy",,"Montargis (hors zone)","Forêt domaniale de Montargis, canal de Briare et lac de Chalette (nous déjeunerons au bord du lac) puis marche sur le chemin de halage du canal du Loing, lac de Cepoy et retour par la forêt.","Montargis",,"Paris Bercy ",,,"IGN 2419 E.",N,,
30966,2016-09-05,"Journée",0,,"Daniel Leclercq",6,24,,2,2,1999/12/30 08:19:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:02:00,1999/12/30 16:56:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:41:00,"Paris Gare de Lyon",,"RV Thomery (zone 5)"," Dénivelées.","Thomery",,"Paris Gare de Lyon",,,,N,,
30967,2016-09-06,"Journée",0,"La paroisse de St Mammes","Le Samaritain",12,12,12,1,2,1999/12/30 10:19:00,1999/12/30 10:45:00,1999/12/30 10:50:00,1999/12/30 11:25:00,1999/12/30 16:20:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:15:00,"Paris Gare de Lyon","changement Melun","La Grande Paroisse (zone 5)","Champagne s/Seine, Vernou la Celle s/Seine.","St Mammès (zone 5)",,"Paris Gare de Lyon",,,"IGN 2517 OT.",N,,
31061,2016-09-06,"Journée",0,"Balade dans les Yvelines ","Daniel Albani",27,28,28,1,2,1999/12/30 08:23:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:08:00,1999/12/30 17:18:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:02:00,"Paris St Lazare",,"RV Epône Mézières (zone 5)","Parcours improvisé dans la vallée de la Mauldre, d'Epône à Montfort-l'Amaury. Dénivelées.","Montfort l'Amaury Méré (zone 5)",,"Paris Montparnasse",,,"IGN 2114 E.",N,,
30917,2016-09-07,"Journée",0,"Direction St Gobain pour rompre la glace ","Gérard Verrouil",34,34,34,1,2,1999/12/30 08:34:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:49:00,1999/12/30 19:36:00,1999/12/30 20:07:00,1999/12/30 20:46:00,1999/12/30 21:58:00,"Paris Nord grandes lignes",,"Anizy Pinon (hors zone)","Lizy, abbaye St Nicolas, St Gobain. Car à Folembray (1,40€)pour Soissons. Prévoir 2 repas froids. Dénivelées.","Folembray (car)","changement Soissons","Paris Nord",,,,N,,
30939,2016-09-07,"Journée",0,"De Maisons Laffitte à Achères Grand Cormier","Philippe Obry et Raymonde Dubois",12,12,12,1,1,1999/12/30 11:50:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 12:11:00,1999/12/30 17:15:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:43:00,"Châtelet Les Halles RER A",,"RV Maisons Laffitte (zone 4)","Etoile du Tronchet, pavillon de la Muette, étang du Corra.","Achères Grand Cormier (zone 5)",,"Châtelet Les Halles",,,"IGN 2214 ET.",N,,
31092,2016-09-08,"Nordique",0,"Marche nordique","Solange ",2,10,,2,3,1999/12/30 08:53:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:12:00,1999/12/30 12:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 12:23:00,"Châtelet Les Halles RER B",,"RV La Croix de Berny (zone 3)"," Dénivelées.","La Croix de Berny",,"Châtelet Les Halles",,,,N,,
31000,2016-09-09,"Journée",0,"La  transsénartaise ","Bruno",18,18,18,1,2,1999/12/30 12:46:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 13:19:00,1999/12/30 18:10:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:38:00,"Paris Gare de Lyon RER D",,"RV Ris Orangis (zone 5)","Alternance de beaux chênes, de landes, de mares et peut-être verrons nous un brocard ! (pas de pause déjeuner). Dénivelées.","Brunoy (zone 5)",,"Paris Gare de Lyon",,,"IGN 2415 OT.",N,,
30968,2016-09-09,"Nordique",0,"Marche nordique","Élizabeth",2,8,,2,2,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:15:00,1999/12/30 12:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,,,"RV métro Porte d'Auteuil : sortie n°2 ""Hippodrome""","Parcours de 2h dans le bois de Boulogne. Sortie accessible aux débutants ayant leurs propres bâtons.","métro Porte d'Auteuil  vers",,,,,,N,,
30969,2016-09-09,"Journée",0,"Boutigny - Etrechy","Jojo",25,25,25,1,2,1999/12/30 08:09:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:17:00,1999/12/30 17:35:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:29:00,"Paris Gare de Lyon RER D",,"Boutigny (zone 5)","Vayres s/Essonne, bois de Misery, Boissy le Cutté, Villeneuve, St Fiacre. GR1, GR111 A, GR11. Dénivelées.","Etréchy (zone 5) 17h05 ou",,"Paris Austerlitz 17h59 ou",,,"IGN 2316 ET.",N,,
31027,2016-09-10,"Journée",0,"Une année au sommet : la colline de la Diane","Cédric Minart",36,36,36,1,3,1999/12/30 08:09:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:49:00,1999/12/30 17:20:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:53:00,"Paris Montparnasse",,"Gazeran (zone 5)","Le point de départ de l'existence d'Epernon se trouve au sommet de la colline de la Diane où fut édifié un château-fort au XIe siècle. Sur ces pentes, comme d'ailleurs sur tous les coteaux qui entouraient la ville au Moyen-Âge, se trouvait de la vigne qui était exploitée par les religieuses de Haute-Bruyère depuis le Prieuré St-Thomas... Passage par la vallée Drouin, la butte de Raizeux, côtes de Crochet, Droue-s/Drouette. GR1, GR655. Dénivelées: 500m.","Rambouillet (zone 5)",,"Paris Montparnasse",,,,N,,
31028,2016-09-10,"Journée",0,"Marche nordique","Caroline Makanda",2,10,,2,3,1999/12/30 08:36:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:11:00,1999/12/30 12:03:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 12:33:00,"Paris Austerlitz RER C",,"Chaville Vélizy (zone 3)","Parcours improvisé dans le bois de Meudon. Pas de pause repas.","Chaville Vélizy",,"Paris Austerlitz",,,,N,,
31107,2016-09-10,"Journée",0,"Tranquillement le long de l'Essonne","Hervé Bisson",14,16,16,1,1,1999/12/30 09:39:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 10:26:00,1999/12/30 17:51:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:48:00,"Paris Gare de Lyon RER D",,"Moulin Galant (zone 5)","Ormoy, parc de Villeroy, marais de Fontenay.","Ballancourt (zone 5)",,"Paris Gare de Lyon",,,"IGN 2415 OT, 2316 ET.",N,,
31001,2016-09-10,"Journée",0,"Par monts et par vaux","Michel Cozic",40,40,40,1,3,1999/12/30 08:03:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:53:00,1999/12/30 17:24:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:00:00,"Cité Universitaire RER B",,"St Rémy lès Chevreuse (zone 5)","Vallée de Chevreuse, dénivelées importantes.","St Rémy lès Chevreuse ",,"Cité Universitaire RER B",,,"IGN 2215 OT.",N,,
31002,2016-09-10,"Nordique",0,"Marche nordique","Michel Cozic",40,40,40,1,4,1999/12/30 08:03:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:53:00,1999/12/30 17:24:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:00:00,"Cité Universitaire RER B",,"St Rémy lès Chevreuse (zone 5)","Vallée de Chevreuses, dénivelées importantes. L'animateur n'aura pas de bâtons afin de lire la carte, parcours non reconnu. Prévoir des barres énergétique et de l'eau (1,5 litre)+ casse croûte.","St Rémy lès Chevreuse",,"Cité Universitaire RER B",,,"IGN 2215 OT.",N,,
31003,2016-09-10,"Journée",0,"Flânerie dans le 2ème","Jean-Claude Sylvain",8,8,8,1,2,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 14:30:00,1999/12/30 18:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,,,"RV métro Opéra","RV sortie n°1 Place de l'Opéra, pour une flânerie dans le 2ème arrondissement de Paris, à la découverte des églises, des monuments, des rues, des places, des parcs et jardins et de l'histoire liés à cet arrondissement. Une pause sera prévue lors du parcours.","métro Opéra vers",,,,,"IGN 2314 OT.",N,,
30947,2016-09-10,"Journée",0,"Au bord de l'eau","Pénélope",26,26,26,1,3,1999/12/30 07:49:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:48:00,1999/12/30 16:12:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 17:13:00,"Paris Gare de Lyon",,"Montereau (zone 5)","Parcours inédit par le Carreau Franc et la réserve des Seiglats.","Montereau",,"Paris Gare de Lyon",,,"IGN 2517 O.",N,,
31007,2016-09-10,"Init nordiq",0,"Participez à une séance de découverte de la marche nordique","Henri et Jean",2,7,,2,1,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 14:00:00,1999/12/30 17:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,,,"métro Château de Vincennes","RV en face de l'entrée du Parc Floral (arrêt du bus 46 ou 112) à 14h15. Pour cette initiation avec prêt de bâtons, l'inscription est obligatoire par téléphone auprès de l'accueil du RIF au 01 45 42 24 72, à partir du 18 juillet 2016, en indiquant votre taille. Coût de la participation : 5€.","métro Château de Vincennes vers",,,,,,N,,
31062,2016-09-10,"Journée",0,,"Valérie",6,30,,2,3,1999/12/30 08:19:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 08:49:00,1999/12/30 17:38:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:13:00,"Paris Gare de Lyon",,"RV Bois le Roi (zone 5)","Improvisation selon météo. Dénivelées.","Bois le Roi",,"Paris Gare de Lyon",,,"IGN 2417 OT.",N,,
31063,2016-09-10,"Nordique",0,"Marche nordique pour débutants","Jean Pradeau",2,7,,2,1,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:00:00,1999/12/30 12:15:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,,,"métro Château de Vincennes","Séance réservée aux personnes ayant fait une séance préalable de découverte. Location de bâtons possible, envoyer un mail avec mention de votre taille à l'adresse de l'animateur qui vous a été communiquée lors de votre découverte. Rendez-vous Esplanade St Louis à 9h15 devant les bancs où l'on pratique les échauffements. Parcours improvisé dans le bois après échauffements puis étirements en fin de séance, pauses boisson, n'oubliez pas votre eau.","métro Château de Vincennes vers",,,,,,N,,
31064,2016-09-10,"Journée",0,"De l'Isle Adam Parmain à Valmondois","Michèle Baas",22,23,23,1,2,1999/12/30 08:56:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:45:00,1999/12/30 17:16:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:02:00,"Paris Nord surface banlieue",,"L'Isle Adam Parmain (zone 5) ","Jouy le Comte, le polissoir, Briard, Verville. Dénivelées.","Valmondois (zone 5) ",,"Paris Nord",,,"IGN 2313 OT.",N,,
31068,2016-09-11,"Journée",0,"Sur les quais de la Seine","Hervé Pariot",21,21,21,1,2,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:00:00,1999/12/30 18:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,,,"RV Pont du Garigliano Tramway T3","Nous allons découvrir un nouveau Paris depuis les berges de la seine.","métro Mirabeau vers",,,,,,N,,
31069,2016-09-11,"Nordique",0,"Marche nordique ","Jean Pradeau",2,8,,2,2,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:00:00,1999/12/30 12:15:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 00:00:00,,,"métro Château de Vincennes","Improvisations dans le bois après échauffements puis étirements en fin de séance. Accessible aux débutants possédant leurs bâtons, pas de location possible. Rendez-vous Esplanade St Louis à 9h15 devant les bancs où l'on pratique les échauffements. Pauses boisson, n'oubliez pas votre eau.","métro Château de Vincennes vers",,,,,,N,,
30970,2016-09-11,"Journée",0,"Du nord au sud","Le Samaritain",22,22,22,1,2,1999/12/30 09:04:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 09:42:00,1999/12/30 17:53:00,1999/12/30 00:00:00,1999/12/30 00:00:00,1999/12/30 18:09:00,"Paris Nord surface banlieue",,"Belloy St Martin (zone 5)","Villaines s/s Bois, Attainville, Moisselles, Ezanville, Ecouen, Piscop, Montmorency.","Groslay (zone 4)",,"Paris Nord",,,"IGN 2313 OT.",N,,
